ID del Cliente,Edad del Cliente,Cartera Por Edad,Años Experiencia,Ingresos Anual,Ingresos Mensual,Tipo de Cliente,Nivel de Educación,Codigo Postal,Miembros Familia,Promedio Gasto TDC,Valor de Hipoteca,Cliente con TDC,Cliente ACCA,Cliente con Cuenta,Cliente con Deposito,Cliente Digital
1315,32,Adulto y Familias,6,73000,6083,Clientes Preferencial,Graduado,94305,4,2200,0,No,No,No,No,No
1316,49,Adultos Consolidados,25,53000,4416,Banca Personal,Profesional,95134,2,1000,181000,No,No,No,No,No
1317,28,Cartera Joven,3,51000,4250,Banca Personal,Profesional,94086,2,1600,123000,No,No,No,No,No
1318,55,Adultos Consolidados,30,40000,3333,Banca Personal,Profesional,95521,2,2300,0,No,No,No,No,Si
1319,52,Adultos Consolidados,26,178000,14833,Clientes Oro,No graduado,94234,1,1000,0,No,No,No,No,No
1320,32,Adulto y Familias,6,35000,2916,Banca Personal,No graduado,94005,2,300,0,Si,No,No,No,No
1321,31,Adulto y Familias,7,192000,16000,Clientes Oro,Graduado,90250,1,0,0,No,Si,No,No,Si
1322,27,Cartera Joven,3,123000,10250,Clientes Oro,No graduado,95138,1,5400,0,No,No,No,No,No
1323,32,Adulto y Familias,5,48000,4000,Banca Personal,Graduado,94022,2,1670,0,Si,No,Si,Si,Si
1324,52,Adultos Consolidados,26,45000,3750,Banca Personal,Graduado,91604,3,600,0,No,No,No,No,No
1325,52,Adultos Consolidados,28,15000,1250,Banca Personal,No graduado,95064,1,200,0,No,No,No,No,Si
1326,50,Adultos Consolidados,24,79000,6583,Clientes Preferencial,No graduado,94304,1,300,120000,No,No,No,No,Si
1327,32,Adulto y Familias,5,63000,5250,Clientes Preferencial,Graduado,90024,4,2000,0,No,No,Si,No,Si
1328,61,Jubilados y Adultos Mayores,35,30000,2500,Banca Personal,Profesional,94720,2,200,0,No,No,No,No,Si
1329,60,Adultos Consolidados,36,145000,12083,Clientes Oro,No graduado,95616,4,6900,380000,Si,Si,No,No,No
1330,28,Cartera Joven,4,32000,2666,Banca Personal,Graduado,90095,3,1000,0,No,No,No,No,No
1331,34,Adulto y Familias,9,64000,5333,Clientes Preferencial,No graduado,92346,2,100,224000,Si,No,No,No,Si
1332,31,Adulto y Familias,7,84000,7000,Clientes Preferencial,No graduado,92692,1,100,0,No,No,No,No,Si
1333,31,Adulto y Familias,5,21000,1750,Banca Personal,Graduado,94309,1,400,0,No,No,No,No,Si
1334,62,Jubilados y Adultos Mayores,38,99000,8250,Clientes Preferencial,Graduado,95014,4,1700,0,No,No,No,No,Si
1335,47,Adultos Consolidados,22,35000,2916,Banca Personal,No graduado,94304,2,1300,0,No,No,No,No,Si
1336,50,Adultos Consolidados,24,180000,15000,Clientes Oro,No graduado,94539,1,1700,0,Si,No,No,No,Si
1337,36,Adulto y Familias,12,42000,3500,Banca Personal,No graduado,93555,1,1330,0,No,No,No,No,Si
1338,26,Cartera Joven,0,179000,14916,Clientes Oro,Graduado,92028,4,2100,0,No,Si,No,No,No
1339,51,Adultos Consolidados,27,42000,3500,Banca Personal,Profesional,90245,4,100,0,No,No,No,No,No
1340,52,Adultos Consolidados,25,180000,15000,Clientes Oro,Graduado,94545,2,9000,297000,No,Si,No,No,Si
1341,35,Adulto y Familias,11,82000,6833,Clientes Preferencial,No graduado,94131,4,3400,0,No,No,No,No,No
1342,42,Adulto y Familias,16,55000,4583,Banca Personal,No graduado,91355,2,700,149000,No,No,No,No,No
1343,36,Adulto y Familias,12,79000,6583,Clientes Preferencial,No graduado,90041,2,2200,0,No,No,No,No,Si
1344,41,Adulto y Familias,17,48000,4000,Banca Personal,Profesional,92831,2,600,215000,Si,No,No,No,No
1345,49,Adultos Consolidados,25,93000,7750,Clientes Preferencial,No graduado,93117,1,2700,0,No,No,Si,No,Si
1346,57,Adultos Consolidados,32,23000,1916,Banca Personal,Profesional,92126,2,200,0,No,No,No,No,No
1347,44,Adulto y Familias,20,50000,4166,Banca Personal,No graduado,95670,3,2330,200000,No,No,No,No,No
1348,60,Adultos Consolidados,34,85000,7083,Clientes Preferencial,No graduado,91367,2,2000,0,No,No,No,No,Si
1349,38,Adulto y Familias,14,35000,2916,Banca Personal,Graduado,95051,1,1500,97000,No,No,No,No,Si
1350,26,Cartera Joven,2,171000,14250,Clientes Oro,Graduado,93943,3,6000,0,No,Si,No,No,Si
1351,29,Cartera Joven,2,29000,2416,Banca Personal,Graduado,90266,4,1500,0,Si,No,No,No,No
1352,59,Adultos Consolidados,35,84000,7000,Clientes Preferencial,Profesional,94588,1,1800,0,Si,No,No,No,Si
1353,51,Adultos Consolidados,27,20000,1666,Banca Personal,Graduado,90401,4,500,0,No,No,No,No,Si
1354,50,Adultos Consolidados,25,14000,1166,Banca Personal,Profesional,94124,1,400,0,Si,No,No,No,Si
1355,35,Adulto y Familias,10,179000,14916,Clientes Oro,No graduado,91942,1,8600,357000,No,No,No,No,No
1356,61,Jubilados y Adultos Mayores,37,48000,4000,Banca Personal,No graduado,91910,1,800,158000,No,No,No,No,Si
1357,42,Adulto y Familias,16,74000,6166,Clientes Preferencial,No graduado,90066,1,2800,0,No,No,No,No,Si
1358,55,Adultos Consolidados,29,53000,4416,Banca Personal,No graduado,95134,1,1400,0,No,No,No,No,No
1359,50,Adultos Consolidados,25,83000,6916,Clientes Preferencial,Graduado,92007,1,2800,0,Si,No,No,No,Si
1360,64,Jubilados y Adultos Mayores,40,171000,14250,Clientes Oro,No graduado,90034,2,2100,433000,No,No,No,No,No
1361,54,Adultos Consolidados,28,85000,7083,Clientes Preferencial,No graduado,92028,4,4900,0,No,No,No,No,Si
1362,50,Adultos Consolidados,26,38000,3166,Banca Personal,Graduado,95039,4,900,0,No,No,No,No,Si
1363,31,Adulto y Familias,5,85000,7083,Clientes Preferencial,No graduado,92130,3,1600,157000,Si,No,No,No,Si
1364,32,Adulto y Familias,8,79000,6583,Clientes Preferencial,No graduado,92115,1,100,0,No,No,No,No,No
1365,44,Adulto y Familias,19,69000,5750,Clientes Preferencial,No graduado,92129,4,400,0,No,No,No,No,No
1366,60,Adultos Consolidados,35,43000,3583,Banca Personal,Profesional,94720,3,900,0,Si,No,No,No,Si
1367,60,Adultos Consolidados,34,33000,2750,Banca Personal,No graduado,91107,2,300,101000,No,No,No,No,Si
1368,62,Jubilados y Adultos Mayores,38,42000,3500,Banca Personal,Profesional,95747,3,100,149000,Si,No,No,No,No
1369,46,Adultos Consolidados,21,40000,3333,Banca Personal,Profesional,94025,4,1900,122000,No,No,No,No,Si
1370,57,Adultos Consolidados,33,43000,3583,Banca Personal,Profesional,91902,1,1800,0,No,No,No,No,No
1371,30,Cartera Joven,5,20000,1666,Banca Personal,Profesional,94545,4,500,117000,No,No,No,No,No
1372,58,Adultos Consolidados,32,65000,5416,Clientes Preferencial,No graduado,95621,3,2500,222000,No,No,No,No,Si
1373,39,Adulto y Familias,13,139000,11583,Clientes Oro,No graduado,95616,3,3400,483000,No,Si,No,No,Si
1374,60,Adultos Consolidados,35,135000,11250,Clientes Oro,Profesional,92612,3,300,0,No,Si,No,No,Si
1375,59,Adultos Consolidados,34,84000,7000,Clientes Preferencial,Profesional,94043,3,1600,0,No,No,No,No,Si
1376,50,Adultos Consolidados,26,179000,14916,Clientes Oro,Profesional,92612,1,2900,0,Si,Si,No,No,No
1377,63,Jubilados y Adultos Mayores,39,45000,3750,Banca Personal,Graduado,92870,4,1300,86000,No,No,No,No,No
1378,27,Cartera Joven,3,109000,9083,Clientes Preferencial,No graduado,93023,2,2500,0,No,No,No,No,Si
1379,54,Adultos Consolidados,29,34000,2833,Banca Personal,Profesional,93305,4,100,0,No,No,No,No,Si
1380,62,Jubilados y Adultos Mayores,37,162000,13500,Clientes Oro,No graduado,95051,1,1300,0,No,No,No,No,Si
1381,60,Adultos Consolidados,34,105000,8750,Clientes Preferencial,No graduado,92103,2,1400,0,No,No,No,No,Si
1382,38,Adulto y Familias,12,22000,1833,Banca Personal,Graduado,91380,3,200,0,No,No,No,No,Si
1383,34,Adulto y Familias,8,82000,6833,Clientes Preferencial,No graduado,91775,2,1800,178000,Si,No,No,No,Si
1384,65,Jubilados y Adultos Mayores,41,105000,8750,Clientes Preferencial,Graduado,95616,4,1700,230000,No,No,Si,No,Si
1385,55,Adultos Consolidados,31,62000,5166,Clientes Preferencial,Profesional,91711,1,1800,0,No,No,No,No,Si
1386,57,Adultos Consolidados,31,82000,6833,Clientes Preferencial,No graduado,95032,2,2000,83000,Si,No,No,No,No
1387,27,Cartera Joven,3,72000,6000,Clientes Preferencial,No graduado,95616,4,0,0,No,No,No,No,Si
1388,35,Adulto y Familias,10,38000,3166,Banca Personal,No graduado,95762,4,1700,0,Si,No,No,No,Si
1389,52,Adultos Consolidados,28,25000,2083,Banca Personal,No graduado,90212,4,1000,0,No,No,No,No,No
1390,45,Adulto y Familias,15,20000,1666,Banca Personal,Profesional,94107,1,750,0,No,No,No,No,Si
1391,29,Cartera Joven,3,80000,6666,Clientes Preferencial,Graduado,94305,4,1800,0,Si,No,No,No,Si
1392,44,Adulto y Familias,18,84000,7000,Clientes Preferencial,No graduado,91330,3,1100,0,No,No,No,No,No
1393,47,Adultos Consolidados,23,33000,2750,Banca Personal,No graduado,90095,1,1000,0,Si,No,No,No,Si
1394,62,Jubilados y Adultos Mayores,37,55000,4583,Banca Personal,Profesional,95039,3,900,0,No,No,No,No,Si
1395,52,Adultos Consolidados,27,33000,2750,Banca Personal,Graduado,90095,2,700,0,Si,No,No,No,No
1396,47,Adultos Consolidados,23,190000,15833,Clientes Oro,Profesional,92831,4,300,305000,No,Si,No,No,No
1397,42,Adulto y Familias,18,43000,3583,Banca Personal,Profesional,91107,1,300,158000,No,No,No,No,No
1398,65,Jubilados y Adultos Mayores,41,45000,3750,Banca Personal,Profesional,95521,3,100,0,No,No,No,No,Si
1399,42,Adulto y Familias,18,141000,11750,Clientes Oro,No graduado,93407,1,3500,0,No,No,No,No,No
1400,40,Adulto y Familias,16,69000,5750,Clientes Preferencial,No graduado,92009,4,2400,0,No,No,No,No,Si
1401,32,Adulto y Familias,8,78000,6500,Clientes Preferencial,Graduado,90401,4,100,0,No,No,No,No,Si
1402,40,Adulto y Familias,15,84000,7000,Clientes Preferencial,Profesional,94521,1,3700,0,No,No,No,No,Si
1403,55,Adultos Consolidados,29,172000,14333,Clientes Oro,Graduado,95064,1,5200,0,No,Si,No,No,No
1404,32,Adulto y Familias,6,51000,4250,Banca Personal,No graduado,93109,4,200,154000,Si,No,Si,No,No
1405,58,Adultos Consolidados,28,75000,6250,Clientes Preferencial,Profesional,92121,1,1400,0,No,No,No,No,Si
1406,46,Adultos Consolidados,22,183000,15250,Clientes Oro,Graduado,91605,1,3100,0,Si,Si,No,Si,Si
1407,53,Adultos Consolidados,23,20000,1666,Banca Personal,Profesional,92123,4,400,0,Si,No,No,No,Si
1408,63,Jubilados y Adultos Mayores,39,101000,8416,Clientes Preferencial,Profesional,94306,2,3900,294000,No,Si,No,No,Si
1409,40,Adulto y Familias,14,129000,10750,Clientes Oro,Profesional,90089,1,5900,0,No,Si,No,No,Si
1410,41,Adulto y Familias,17,63000,5250,Clientes Preferencial,No graduado,90745,2,3200,0,No,No,No,No,No
1411,60,Adultos Consolidados,35,44000,3666,Banca Personal,No graduado,92126,4,2100,0,No,No,No,No,No
1412,65,Jubilados y Adultos Mayores,39,184000,15333,Clientes Oro,Profesional,91302,1,5400,176000,Si,Si,No,Si,Si
1413,59,Adultos Consolidados,33,100000,8333,Clientes Preferencial,No graduado,95064,2,2000,127000,No,No,No,No,No
1414,48,Adultos Consolidados,24,12000,1000,Clientes Básicos,No graduado,90058,3,400,0,No,No,No,No,No
1415,59,Adultos Consolidados,33,68000,5666,Clientes Preferencial,Profesional,94105,2,2300,128000,No,No,Si,No,Si
1416,33,Adulto y Familias,8,48000,4000,Banca Personal,No graduado,94019,1,1000,212000,No,No,No,No,Si
1417,40,Adulto y Familias,15,82000,6833,Clientes Preferencial,No graduado,93101,2,400,0,No,No,No,No,No
1418,42,Adulto y Familias,18,52000,4333,Banca Personal,No graduado,94061,2,2500,0,No,No,No,No,No
1419,65,Jubilados y Adultos Mayores,41,154000,12833,Clientes Oro,Graduado,92008,2,4600,0,Si,Si,Si,Si,Si
1420,30,Cartera Joven,4,39000,3250,Banca Personal,No graduado,91105,1,1500,0,Si,No,No,No,No
1421,30,Cartera Joven,4,40000,3333,Banca Personal,No graduado,91605,1,300,0,Si,No,No,Si,Si
1422,42,Adulto y Familias,17,54000,4500,Banca Personal,Profesional,94720,4,1900,164000,No,No,No,No,No
1423,32,Adulto y Familias,8,32000,2666,Banca Personal,Graduado,94143,2,1000,103000,Si,No,No,Si,Si
1424,55,Adultos Consolidados,30,64000,5333,Clientes Preferencial,Profesional,90250,2,2300,0,No,No,No,No,No
1425,29,Cartera Joven,3,92000,7666,Clientes Preferencial,No graduado,94539,2,1300,287000,No,No,No,No,Si
1426,64,Jubilados y Adultos Mayores,38,40000,3333,Banca Personal,Profesional,91330,1,2500,94000,Si,No,No,No,Si
1427,37,Adulto y Familias,11,60000,5000,Clientes Preferencial,Profesional,96651,3,500,0,No,No,No,No,Si
1428,31,Adulto y Familias,5,85000,7083,Clientes Preferencial,No graduado,95828,2,1300,119000,Si,No,No,No,Si
1429,25,Cartera Joven,-1,21000,1750,Banca Personal,No graduado,94583,4,400,90000,No,No,No,No,Si
1430,31,Adulto y Familias,5,35000,2916,Banca Personal,Profesional,95064,1,600,171000,No,No,No,No,No
1431,32,Adulto y Familias,7,52000,4333,Banca Personal,No graduado,92660,2,100,0,No,No,No,No,Si
1432,58,Adultos Consolidados,34,128000,10666,Clientes Oro,No graduado,90058,1,7400,0,No,No,No,No,No
1433,26,Cartera Joven,2,195000,16250,Clientes Oro,No graduado,90245,1,6330,0,No,No,No,No,No
1434,51,Adultos Consolidados,25,68000,5666,Clientes Preferencial,Graduado,92647,2,1500,117000,Si,No,No,No,No
1435,65,Jubilados y Adultos Mayores,41,55000,4583,Banca Personal,No graduado,93106,2,1100,0,No,No,No,No,No
1436,43,Adulto y Familias,17,55000,4583,Banca Personal,No graduado,90266,1,200,0,No,No,No,No,Si
1437,46,Adultos Consolidados,21,80000,6666,Clientes Preferencial,No graduado,95054,4,400,0,Si,No,No,No,Si
1438,28,Cartera Joven,3,123000,10250,Clientes Oro,No graduado,92007,1,800,146000,No,No,No,No,No
1439,63,Jubilados y Adultos Mayores,37,90000,7500,Clientes Preferencial,Graduado,94105,4,1900,106000,No,No,Si,No,Si
1440,59,Adultos Consolidados,29,61000,5083,Clientes Preferencial,Profesional,94025,1,1400,0,No,No,No,No,No
1441,42,Adulto y Familias,15,41000,3416,Banca Personal,Graduado,94610,3,2500,0,No,No,No,No,Si
1442,58,Adultos Consolidados,33,43000,3583,Banca Personal,Profesional,94720,2,1600,0,No,No,No,No,Si
1443,39,Adulto y Familias,13,71000,5916,Clientes Preferencial,No graduado,95822,3,100,162000,No,No,Si,No,Si
1444,36,Adulto y Familias,12,25000,2083,Banca Personal,No graduado,95051,4,1000,0,No,No,No,No,Si
1445,60,Adultos Consolidados,33,154000,12833,Clientes Oro,Graduado,90740,1,3000,0,No,Si,Si,Si,Si
1446,47,Adultos Consolidados,21,141000,11750,Clientes Oro,No graduado,90095,1,2400,0,No,No,No,No,No
1447,29,Cartera Joven,4,22000,1833,Banca Personal,Profesional,92661,2,900,110000,No,No,No,No,No
1448,52,Adultos Consolidados,28,145000,12083,Clientes Oro,No graduado,94131,2,6800,0,No,No,No,No,Si
1449,41,Adulto y Familias,16,49000,4083,Banca Personal,Profesional,92122,3,500,0,No,No,No,No,Si
1450,63,Jubilados y Adultos Mayores,37,109000,9083,Clientes Preferencial,No graduado,90740,1,2000,0,No,No,No,No,Si
1451,59,Adultos Consolidados,34,80000,6666,Clientes Preferencial,No graduado,90086,3,500,0,Si,No,No,No,Si
1452,44,Adulto y Familias,20,82000,6833,Clientes Preferencial,Graduado,94555,4,1400,201000,Si,No,No,No,Si
1453,54,Adultos Consolidados,28,52000,4333,Banca Personal,No graduado,94102,4,2500,0,No,No,No,No,Si
1454,29,Cartera Joven,5,85000,7083,Clientes Preferencial,No graduado,90232,3,2500,0,Si,No,No,No,Si
1455,51,Adultos Consolidados,25,148000,12333,Clientes Oro,No graduado,90024,1,1000,0,No,No,No,No,No
1456,63,Jubilados y Adultos Mayores,39,160000,13333,Clientes Oro,No graduado,91330,2,2100,0,Si,No,No,No,No
1457,36,Adulto y Familias,11,39000,3250,Banca Personal,No graduado,90095,4,1700,0,No,No,No,No,Si
1458,42,Adulto y Familias,16,25000,2083,Banca Personal,Profesional,94304,2,800,0,Si,No,No,No,No
1459,51,Adultos Consolidados,25,33000,2750,Banca Personal,Profesional,93033,1,1400,0,Si,No,No,No,Si
1460,47,Adultos Consolidados,20,38000,3166,Banca Personal,Graduado,92115,3,2500,0,No,No,No,No,No
1461,40,Adulto y Familias,16,85000,7083,Clientes Preferencial,Profesional,92677,4,200,0,Si,No,No,No,Si
1462,54,Adultos Consolidados,28,48000,4000,Banca Personal,No graduado,93022,1,200,0,No,No,No,No,Si
1463,47,Adultos Consolidados,21,15000,1250,Banca Personal,Profesional,95207,4,600,77000,No,No,No,No,Si
1464,35,Adulto y Familias,10,94000,7833,Clientes Preferencial,No graduado,91343,1,0,174000,No,No,No,No,Si
1465,28,Cartera Joven,4,120000,10000,Clientes Preferencial,No graduado,92333,2,600,0,No,No,No,No,Si
1466,45,Adulto y Familias,19,60000,5000,Clientes Preferencial,Profesional,91911,1,700,159000,No,No,No,No,Si
1467,33,Adulto y Familias,9,145000,12083,Clientes Oro,No graduado,94303,2,4330,277000,Si,No,No,No,No
1468,62,Jubilados y Adultos Mayores,36,29000,2416,Banca Personal,Profesional,91107,2,700,0,No,No,No,No,No
1469,45,Adulto y Familias,18,78000,6500,Clientes Preferencial,Graduado,92129,3,2670,0,No,No,No,No,Si
1470,59,Adultos Consolidados,35,59000,4916,Banca Personal,Graduado,90005,4,1200,0,No,No,No,No,Si
1471,58,Adultos Consolidados,28,80000,6666,Clientes Preferencial,Profesional,91116,2,4500,0,Si,No,No,No,No
1472,52,Adultos Consolidados,26,180000,15000,Clientes Oro,No graduado,94305,1,1000,0,Si,No,No,No,Si
1473,34,Adulto y Familias,8,8000,666,Clientes Básicos,Graduado,94710,3,100,83000,No,No,No,No,Si
1474,65,Jubilados y Adultos Mayores,35,23000,1916,Banca Personal,Profesional,91711,1,1500,0,No,No,No,No,Si
1475,48,Adultos Consolidados,23,79000,6583,Clientes Preferencial,Profesional,92124,2,3800,0,No,No,No,No,Si
1476,44,Adulto y Familias,19,78000,6500,Clientes Preferencial,Profesional,92064,2,3800,268000,No,No,No,No,No
1477,61,Jubilados y Adultos Mayores,37,64000,5333,Clientes Preferencial,Graduado,92028,1,0,0,Si,No,No,No,No
1478,40,Adulto y Familias,14,64000,5333,Clientes Preferencial,Profesional,91320,4,200,0,Si,No,No,No,Si
1479,65,Jubilados y Adultos Mayores,39,160000,13333,Clientes Oro,No graduado,94803,4,3800,237000,No,Si,No,No,Si
1480,28,Cartera Joven,4,43000,3583,Banca Personal,Profesional,91304,1,1000,102000,No,No,No,No,No
1481,67,Jubilados y Adultos Mayores,42,32000,2666,Banca Personal,Profesional,93943,1,1100,0,Si,No,No,No,No
1482,35,Adulto y Familias,9,179000,14916,Clientes Oro,No graduado,91125,2,0,76000,No,No,Si,No,Si
1483,60,Adultos Consolidados,35,8000,666,Clientes Básicos,No graduado,94143,1,100,0,No,No,No,No,Si
1484,58,Adultos Consolidados,32,63000,5250,Clientes Preferencial,No graduado,92717,1,1600,0,No,No,Si,No,Si
1485,55,Adultos Consolidados,30,40000,3333,Banca Personal,Profesional,94126,2,2300,0,No,No,Si,No,Si
1486,34,Adulto y Familias,9,99000,8250,Clientes Preferencial,Graduado,90245,4,2200,155000,No,No,No,No,Si
1487,35,Adulto y Familias,9,141000,11750,Clientes Oro,Graduado,93022,2,4500,0,No,Si,No,No,No
1488,28,Cartera Joven,4,159000,13250,Clientes Oro,No graduado,93907,1,1500,0,Si,No,No,No,Si
1489,38,Adulto y Familias,12,39000,3250,Banca Personal,No graduado,95825,2,300,174000,No,No,No,No,Si
1490,62,Jubilados y Adultos Mayores,38,99000,8250,Clientes Preferencial,Graduado,91604,4,1700,0,No,No,No,No,No
1491,30,Cartera Joven,4,18000,1500,Banca Personal,Graduado,95020,4,300,0,Si,No,No,No,Si
1492,38,Adulto y Familias,12,38000,3166,Banca Personal,No graduado,94553,2,300,0,Si,No,No,No,Si
1493,33,Adulto y Familias,8,133000,11083,Clientes Oro,No graduado,90024,1,0,0,No,No,No,No,Si
1494,58,Adultos Consolidados,34,84000,7000,Clientes Preferencial,No graduado,91380,2,2800,0,Si,No,No,No,Si
1495,59,Adultos Consolidados,35,60000,5000,Clientes Preferencial,Graduado,90089,1,0,0,Si,No,No,No,Si
1496,52,Adultos Consolidados,28,178000,14833,Clientes Oro,Profesional,92647,3,5400,147000,No,Si,No,No,Si
1497,36,Adulto y Familias,12,18000,1500,Banca Personal,Profesional,91330,1,500,0,Si,No,No,No,No
1498,45,Adulto y Familias,21,73000,6083,Clientes Preferencial,Profesional,95020,1,800,0,No,No,No,No,Si
1499,49,Adultos Consolidados,23,125000,10416,Clientes Oro,No graduado,94022,1,7300,0,No,No,No,No,No
1500,52,Adultos Consolidados,26,91000,7583,Clientes Preferencial,Graduado,92173,1,4300,0,Si,Si,No,Si,Si
1501,54,Adultos Consolidados,28,74000,6166,Clientes Preferencial,No graduado,95014,2,1100,0,No,No,No,No,Si
1502,30,Cartera Joven,4,35000,2916,Banca Personal,Graduado,92130,2,300,0,Si,No,Si,No,No
1503,65,Jubilados y Adultos Mayores,39,113000,9416,Clientes Preferencial,No graduado,90036,1,2000,0,Si,No,No,No,Si
1504,34,Adulto y Familias,8,52000,4333,Banca Personal,Graduado,94720,4,2200,0,No,No,No,No,No
1505,30,Cartera Joven,6,191000,15916,Clientes Oro,Graduado,92028,2,4400,0,No,Si,No,No,Si
1506,51,Adultos Consolidados,25,18000,1500,Banca Personal,Profesional,92109,1,300,93000,Si,No,No,No,No
1507,52,Adultos Consolidados,27,25000,2083,Banca Personal,No graduado,95138,2,0,0,Si,No,No,No,Si
1508,43,Adulto y Familias,18,50000,4166,Banca Personal,Profesional,91006,4,1900,0,No,No,No,No,No
1509,35,Adulto y Familias,10,75000,6250,Clientes Preferencial,Profesional,93940,4,700,0,Si,No,No,No,Si
1510,56,Adultos Consolidados,26,92000,7666,Clientes Preferencial,Profesional,92647,2,4500,0,Si,No,Si,No,No
1511,57,Adultos Consolidados,32,33000,2750,Banca Personal,Graduado,95747,2,2000,0,No,No,No,No,Si
1512,58,Adultos Consolidados,32,65000,5416,Clientes Preferencial,Profesional,90266,3,2200,0,No,No,No,No,No
1513,53,Adultos Consolidados,28,44000,3666,Banca Personal,No graduado,91604,3,1700,0,No,No,No,No,No
1514,45,Adulto y Familias,21,183000,15250,Clientes Oro,No graduado,95211,2,1400,354000,No,No,No,No,No
1515,44,Adulto y Familias,20,175000,14583,Clientes Oro,No graduado,96150,2,1400,0,Si,No,No,No,Si
1516,54,Adultos Consolidados,28,28000,2333,Banca Personal,Profesional,94305,4,1500,0,Si,No,No,No,Si
1517,41,Adulto y Familias,17,49000,4083,Banca Personal,Graduado,92130,4,2200,0,No,No,No,No,No
1518,52,Adultos Consolidados,26,45000,3750,Banca Personal,No graduado,92697,4,1800,0,No,No,No,No,Si
1519,43,Adulto y Familias,17,64000,5333,Clientes Preferencial,Profesional,95053,4,3000,221000,No,Si,No,No,Si
1520,63,Jubilados y Adultos Mayores,38,22000,1833,Banca Personal,Profesional,92115,3,100,90000,No,No,No,No,Si
1521,54,Adultos Consolidados,30,120000,10000,Clientes Preferencial,No graduado,95039,1,7400,119000,Si,No,No,No,Si
1522,33,Adulto y Familias,8,175000,14583,Clientes Oro,No graduado,92354,2,6700,102000,No,No,No,No,Si
1523,25,Cartera Joven,-1,101000,8416,Clientes Preferencial,Profesional,94720,4,2300,256000,Si,No,No,No,No
1524,41,Adulto y Familias,16,104000,8666,Clientes Preferencial,Profesional,92037,1,1000,0,No,No,No,No,Si
1525,40,Adulto y Familias,16,155000,12916,Clientes Oro,Profesional,94002,4,100,0,Si,Si,No,Si,Si
1526,43,Adulto y Familias,18,58000,4833,Banca Personal,No graduado,95747,1,2400,0,No,No,No,No,No
1527,36,Adulto y Familias,10,80000,6666,Clientes Preferencial,Graduado,94608,4,2200,0,No,No,No,No,Si
1528,57,Adultos Consolidados,33,45000,3750,Banca Personal,Profesional,94117,1,1800,195000,No,No,No,No,No
1529,34,Adulto y Familias,9,134000,11166,Clientes Oro,No graduado,94550,1,4600,164000,No,No,Si,No,Si
1530,38,Adulto y Familias,14,58000,4833,Banca Personal,Profesional,91709,4,2000,153000,No,No,Si,No,No
1531,47,Adultos Consolidados,21,20000,1666,Banca Personal,No graduado,94066,1,200,0,Si,No,No,No,Si
1532,39,Adulto y Familias,13,25000,2083,Banca Personal,Profesional,90304,4,1500,0,No,No,No,No,Si
1533,45,Adulto y Familias,20,55000,4583,Banca Personal,No graduado,94588,1,300,0,Si,No,No,No,Si
1534,62,Jubilados y Adultos Mayores,37,155000,12916,Clientes Oro,No graduado,93943,1,1300,0,No,No,No,No,No
1535,59,Adultos Consolidados,34,30000,2500,Banca Personal,No graduado,92084,1,1300,0,Si,No,No,No,Si
1536,61,Jubilados y Adultos Mayores,37,39000,3250,Banca Personal,No graduado,92096,4,400,0,Si,No,No,No,Si
1537,36,Adulto y Familias,12,73000,6083,Clientes Preferencial,Profesional,95617,4,2000,188000,No,No,No,No,Si
1538,58,Adultos Consolidados,34,41000,3416,Banca Personal,No graduado,94608,4,1300,0,No,No,No,No,Si
1539,55,Adultos Consolidados,30,34000,2833,Banca Personal,Profesional,95820,4,100,157000,No,No,No,No,Si
1540,29,Cartera Joven,5,21000,1750,Banca Personal,Profesional,90601,3,900,119000,No,No,No,No,No
1541,34,Adulto y Familias,8,11000,916,Clientes Básicos,No graduado,91320,4,300,0,Si,No,Si,Si,Si
1542,61,Jubilados y Adultos Mayores,35,154000,12833,Clientes Oro,No graduado,92704,2,6900,0,No,No,No,No,No
1543,50,Adultos Consolidados,20,19000,1583,Banca Personal,Profesional,92612,4,400,0,No,No,No,No,No
1544,52,Adultos Consolidados,26,101000,8416,Clientes Preferencial,Graduado,93407,2,2400,0,No,No,No,No,Si
1545,39,Adulto y Familias,15,24000,2000,Banca Personal,No graduado,92123,1,1000,116000,Si,No,No,No,Si
1546,55,Adultos Consolidados,29,131000,10916,Clientes Oro,No graduado,92675,2,2700,0,No,No,Si,No,No
1547,33,Adulto y Familias,9,105000,8750,Clientes Preferencial,No graduado,95136,1,4000,0,No,No,No,No,Si
1548,47,Adultos Consolidados,21,52000,4333,Banca Personal,Graduado,94720,1,1200,194000,No,No,No,No,No
1549,57,Adultos Consolidados,32,21000,1750,Banca Personal,Graduado,92037,4,900,113000,No,No,Si,No,No
1550,57,Adultos Consolidados,31,45000,3750,Banca Personal,No graduado,94305,3,1400,198000,No,No,No,No,Si
1551,40,Adulto y Familias,14,39000,3250,Banca Personal,No graduado,93117,1,2000,0,No,No,No,No,Si
1552,50,Adultos Consolidados,25,192000,16000,Clientes Oro,No graduado,94115,2,2800,238000,Si,No,No,No,No
1553,29,Cartera Joven,5,195000,16250,Clientes Oro,No graduado,94301,1,4300,0,No,No,No,No,No
1554,46,Adultos Consolidados,22,83000,6916,Clientes Preferencial,No graduado,95616,3,700,0,No,No,No,No,No
1555,42,Adulto y Familias,15,34000,2833,Banca Personal,Graduado,91302,3,1000,0,No,No,Si,No,Si
